0;4;71;BT
1;0;60;DA
2;0;80;EN
3;1;43;Fy
4;0;48;HI
5;0;80;MA
6;0;43;re
7;0;80;SA
8;1;43;fy
9;0;43;ol
10;3;29;Bi
