22;3;MT;KI;KI;17
22;3;OA;fy;3t;0
22;3;PW;EN;3t;6
22;3;AP;HI;3w;18
22;4;SR;id;id2;14
22;4;BB;EN;3x;9
22;4;SR;BT;3w;8
23;1;SR;BT;3w;8
23;1;UF;SP;SP;1
23;1;MT;KI;KI;17
23;1;HD;MA;3w;7
23;1;OA;Fy;3w;16
23;1;AD;FR;FR;13
23;2;SR;BT;3w;12
23;2;OD;HI;3t;9
23;2;LM;DA;3t;19
23;3;PW;EN;3t;13
23;3;LM;EN;3y;11
23;3;BB;EN;3x;19
23;4;SR;BT;3w;3
23;4;TT;re;3w;4
23;4;AP;HI;3w;6
23;4;PW;EN;3t;14
24;1;OA;Fy;3w;14
24;1;AP;HI;3w;20
24;2;KD;HI;3x;9
24;2;PL;DA;3y;18
24;3;TT;re;3t;0
24;3;MT;KI;KI;15
24;3;ID;Bi;3y;4
24;4;BE;DA;3x;20
25;1;MT;KI;KI;10
25;1;MT;KI;KI;2
25;1;TQ;SA;3x;9
25;2;LM;EN;3y;1
25;3;LM;DA;3t;13
25;3;MT;KI;KI;11
25;3;OA;fy;3t;17
25;4;BE;DA;3x;10
25;4;HD;MA;3w;7
25;4;UF;SP;SP;18
26;1;PL;DA;3y;15
26;1;OD;HI;3y;2
26;2;MT;KI;KI;16
26;3;AD;FR;FR;19
26;3;HD;MA;3w;21
26;4;AP;HI;3w;16
26;4;PL;DA;3y;19
26;4;LM;EN;3y;21
26;4;ID;Bi;3y;14
27;1;MD;Fy;3x;9
27;1;OA;fy;3t;1
27;2;OD;HI;3y;13
27;2;PW;EN;3t;3
27;3;UF;SP;SP;7
27;4;PW;DA;3w;14
28;1;PL;DA;3y;9
28;1;OD;HI;3t;16
28;1;MT;KI;KI;11
28;1;RG;id;id4;10
28;2;TT;re;3w;8
28;2;HD;MA;3w;21
28;3;ID;Bi;3y;17
28;4;MT;KI;KI;20
29;1;SR;BT;3w;3
29;2;MT;KI;KI;16
29;2;HD;MA;3w;14
29;2;TQ;SA;3x;4
29;3;PW;DA;3w;18
29;3;HD;MA;3w;5
29;3;OD;ol;3x;14
29;4;PW;DA;3w;3
29;4;PW;EN;3t;15
30;1;TQ;SA;3x;9
30;1;PW;DA;3w;7
30;1;HD;MA;3w;13
30;1;TT;id;id3;3
30;1;UF;SP;SP;18
30;2;TT;re;3w;5
31;1;SR;BT;3w;12
31;1;TT;re;3t;16
31;1;LM;EN;3y;10
31;2;OD;HI;3t;19
31;3;HD;MA;3w;12
32;2;TQ;SA;3x;4
32;2;OA;fy;3t;6
32;2;SR;BT;3w;13
32;3;UF;SP;SP;9
32;3;TT;re;3w;0
32;4;BE;DA;3x;16
32;4;SR;BT;3w;15
33;1;OD;ol;3x;11
33;1;MT;KI;KI;8
33;2;UF;SP;SP;7
33;4;LM;EN;3y;19
34;1;AD;FR;FR;19
34;1;SR;BT;3w;15
34;1;OD;ol;3y;15
34;2;PW;EN;3t;5
34;2;LM;DA;3t;3
34;3;TT;id;id3;11
35;1;KD;HI;3x;17
35;1;SR;BT;3w;9
35;1;MT;KI;KI;18
35;1;TT;re;3t;18
35;1;UF;SP;SP;17
35;1;PW;DA;3w;8
35;1;OD;ol;3x;15
36;1;BE;DA;3x;3
36;2;HD;MA;3w;13
36;2;PW;EN;3t;7
36;2;SR;id;id2;6
36;2;PW;DA;3w;16
36;3;PW;EN;3t;5
36;3;TT;id;id3;6
36;3;PW;EN;3t;6
36;4;BE;DA;3x;12
37;1;TQ;SA;3x;17
37;1;PW;DA;3w;19
37;2;PW;EN;3t;9
37;3;KD;HI;3x;9
37;3;OD;ol;3y;14
38;2;OD;HI;3t;1
38;3;UF;SP;SP;20
38;3;BB;EN;3x;0
38;3;LM;DA;3t;19
38;4;TT;id;id3;13
38;4;OD;HI;3t;8
38;4;OD;ol;3x;5
39;1;HD;MA;3w;2
39;1;TT;re;3t;20
39;2;UF;SP;SP;9
39;2;OD;HI;3t;1
39;2;TT;re;3w;14
39;2;BB;EN;3x;18
39;4;MT;KI;KI;18
39;4;KD;HI;3x;14
40;1;TQ;SA;3x;12
40;3;TT;id;id3;12
40;3;HD;MA;3w;4
40;3;LM;EN;3y;21
40;4;AD;FR;FR;21
40;4;MT;KI;KI;19
40;4;SR;BT;3w;1
41;1;OA;fy;3t;9
41;1;RG;id;id4;12
41;2;OA;Fy;3w;3
41;3;BB;EN;3x;15
41;4;OD;HI;3y;4
41;4;PL;DA;3y;8
41;4;OA;fy;3t;7
42;1;SR;BT;3w;10
42;1;RG;id;id4;21
42;1;UF;SP;SP;4
42;1;HD;MA;3w;7
42;2;BB;EN;3x;15
42;2;BB;EN;3x;18
42;3;LM;EN;3y;16
42;3;RG;id;id4;17
42;3;LM;EN;3y;14
42;4;OD;HI;3t;20
42;4;SR;BT;3w;9
42;4;OD;HI;3y;1
43;1;TT;id;id3;9
43;1;TT;id;id3;9
43;1;OD;HI;3y;14
43;1;ID;Bi;3y;7
43;1;LM;EN;3y;10
43;2;PL;DA;3y;20
43;3;AP;HI;3w;13
43;3;OA;Fy;3w;6
43;4;PW;DA;3w;7
43;4;MT;KI;KI;6
44;1;UF;SP;SP;8
44;1;MT;KI;KI;5
44;3;AD;FR;FR;17
44;3;OD;HI;3y;13
44;4;AD;FR;FR;17
44;4;OA;Fy;3w;14
44;4;TQ;SA;3x;5
44;4;BB;EN;3x;5
44;4;OD;HI;3y;17
44;4;PW;EN;3t;8
44;4;MT;KI;KI;18
45;1;OA;Fy;3w;3
45;1;MT;KI;KI;18
45;1;AD;FR;FR;0
45;1;PW;EN;3t;0
45;2;LM;EN;3y;2
45;3;AD;FR;FR;14
45;3;AP;HI;3w;16
45;3;LM;DA;3t;20
46;1;UF;SP;SP;14
46;1;TT;re;3w;21
46;2;MD;Fy;3x;10
46;3;OA;fy;3t;20
46;3;TT;id;id3;21
46;4;SR;id;id1;21
47;1;TT;id;id3;4
47;1;HD;MA;3w;13
47;1;KD;HI;3x;1
47;2;OD;HI;3t;4
47;2;PL;DA;3y;7
47;2;HD;MA;3w;2
47;3;MD;Fy;3x;1
47;4;BE;DA;3x;20
47;4;PL;DA;3y;7
47;4;BB;EN;3x;15
48;1;AD;FR;FR;15
48;2;ID;Bi;3y;5
48;2;PL;DA;3y;3
48;3;OD;ol;3y;19
48;3;SR;BT;3w;9
48;3;BB;EN;3x;16
48;3;SR;id;id1;19
48;4;PW;DA;3w;12
48;4;TQ;SA;3x;8
48;4;SR;BT;3w;21
49;1;TT;re;3t;4
49;1;LM;DA;3t;7
49;2;AP;HI;3w;14
49;2;TQ;SA;3x;11
49;2;BB;EN;3x;0
49;4;MD;Fy;3x;10
50;1;HD;MA;3w;18
50;1;AP;HI;3w;14
50;2;AP;HI;3w;6
50;2;AD;FR;FR;19
50;4;OD;HI;3t;12
51;1;HD;MA;3w;0
51;1;TT;re;3w;3
51;1;KD;HI;3x;15
51;1;OD;HI;3y;0
51;2;SR;BT;3w;3
51;2;LM;EN;3y;10
51;2;LM;EN;3y;4
51;2;AD;FR;FR;11
51;3;BB;EN;3x;10
51;4;LM;EN;3y;14
51;4;OD;ol;3y;15
51;4;PW;EN;3t;8
52;1;SR;id;id2;6
52;2;BB;EN;3x;13
52;2;LM;DA;3t;13
52;3;OD;HI;3t;12
52;3;MT;KI;KI;12
52;3;SR;id;id2;14
52;4;LM;EN;3y;21
52;4;SR;BT;3w;1
53;1;MD;Fy;3x;20
53;2;AD;FR;FR;12
53;2;OA;fy;3t;5
53;2;MT;KI;KI;3
53;3;BB;EN;3x;5
53;3;HD;MA;3w;0
53;3;LM;DA;3t;7
53;4;BE;DA;3x;17
53;4;TQ;SA;3x;6
54;2;TT;re;3t;15
54;2;HD;MA;3w;5
54;3;OA;Fy;3w;17
54;3;LM;DA;3t;0
54;4;OD;HI;3y;9
55;1;OD;HI;3t;18
55;1;UF;SP;SP;18
55;1;MD;Fy;3x;17
55;1;AD;FR;FR;20
55;2;LM;EN;3y;15
55;3;MD;Fy;3x;8
55;3;TT;id;id3;21
55;4;BB;EN;3x;21
55;4;AD;FR;FR;5
55;4;TT;re;3t;4
55;4;PW;EN;3t;10
56;1;HD;MA;3w;19
56;1;OD;HI;3y;11
56;2;LM;EN;3y;21
56;2;TT;re;3w;2
56;2;RG;id;id4;15
56;2;BB;EN;3x;15
56;2;AP;HI;3w;17
56;3;OD;HI;3t;13
56;3;BB;EN;3x;10
56;3;BB;EN;3x;13
56;4;PW;EN;3t;1
57;1;OD;HI;3y;12
57;2;LM;DA;3t;3
57;4;TT;id;id3;1
57;4;SR;BT;3w;4
57;4;SR;BT;3w;17
57;4;OA;Fy;3w;7
58;1;UF;SP;SP;20
58;1;PW;EN;3t;19
58;2;OA;fy;3t;13
58;3;SR;BT;3w;12
58;3;PW;DA;3w;13
58;3;MD;Fy;3x;3
58;3;TT;re;3w;11
58;4;AP;HI;3w;5
59;1;MT;KI;KI;0
59;4;TQ;SA;3x;11
60;2;AP;HI;3w;20
60;2;OA;Fy;3w;3
60;3;MD;Fy;3x;7
60;3;UF;SP;SP;10
60;4;PW;EN;3t;14
60;4;LM;DA;3t;17
60;4;SR;id;id2;8
60;4;TT;re;3w;13
60;4;OA;Fy;3w;21
61;1;TQ;SA;3x;16
61;4;MD;Fy;3x;5
61;4;LM;DA;3t;5
61;4;AP;HI;3w;2
62;1;UF;SP;SP;13
62;2;PW;EN;3t;16
62;2;UF;SP;SP;8
62;3;SR;id;id1;18
62;3;OD;ol;3y;21
62;3;OD;ol;3y;20
62;4;BE;DA;3x;6
63;1;OD;HI;3t;15
64;1;BE;DA;3x;14
64;1;LM;DA;3t;6
64;2;LM;EN;3y;20
64;4;ID;Bi;3y;21
64;4;LM;EN;3y;6
64;4;SR;id;id1;16
64;4;AP;HI;3w;11
64;4;RG;id;id4;19
65;1;SR;id;id2;14
65;1;SR;BT;3w;2
65;1;PW;EN;3t;13
65;2;SR;BT;3w;19
65;2;KD;HI;3x;3
65;2;PW;EN;3t;13
65;3;TQ;SA;3x;14
65;3;SR;id;id2;11
65;3;SR;BT;3w;5
65;4;MT;KI;KI;0
65;4;OD;ol;3y;10
65;4;MD;Fy;3x;12
65;4;SR;id;id1;0
65;4;OD;ol;3y;3
66;1;AD;FR;FR;12
66;2;OD;ol;3y;13
66;2;TT;re;3t;9
66;3;OD;HI;3y;14
66;3;BB;EN;3x;14
66;3;KD;HI;3x;20
66;4;HD;MA;3w;0
66;4;PW;DA;3w;8
66;4;TT;re;3t;6
66;4;BB;EN;3x;13
66;4;MD;Fy;3x;9
67;1;LM;DA;3t;5
67;1;TT;re;3w;3
67;2;PL;DA;3y;10
67;2;OD;ol;3x;18
67;2;SR;BT;3w;6
67;3;SR;id;id2;13
67;3;LM;EN;3y;3
67;4;KD;HI;3x;5
67;4;OD;ol;3y;7
67;4;HD;MA;3w;6
68;1;MD;Fy;3x;2
68;1;KD;HI;3x;5
68;2;TT;re;3t;13
68;3;BE;DA;3x;14
68;3;TQ;SA;3x;10
68;3;SR;BT;3w;8
68;4;AP;HI;3w;5
68;4;MT;KI;KI;11
69;1;MD;Fy;3x;8
69;2;MD;Fy;3x;0
69;2;AP;HI;3w;10
69;2;AP;HI;3w;16
69;4;AD;FR;FR;11
69;4;BE;DA;3x;7
70;1;BE;DA;3x;13
70;2;BB;EN;3x;7
70;2;KD;HI;3x;10
70;3;OA;Fy;3w;18
70;4;BE;DA;3x;8
71;1;PW;EN;3t;20
71;1;BE;DA;3x;13
71;1;KD;HI;3x;13
71;2;LM;EN;3y;4
71;2;SR;id;id2;7
71;3;SR;BT;3w;20
71;3;PL;DA;3y;5
71;4;BB;EN;3x;1
72;1;LM;EN;3y;12
72;2;BE;DA;3x;10
72;2;UF;SP;SP;3
72;3;MT;KI;KI;21
72;3;HD;MA;3w;11
72;3;AD;FR;FR;0
72;3;BE;DA;3x;15
72;4;LM;EN;3y;17
72;4;PW;EN;3t;12
72;4;PW;DA;3w;7
73;1;PL;DA;3y;20
73;4;AD;FR;FR;15
73;4;AD;FR;FR;2
74;1;TQ;SA;3x;11
74;1;SR;BT;3w;2
74;2;PL;DA;3y;4
74;3;HD;MA;3w;7
75;1;BB;EN;3x;7
75;1;LM;DA;3t;8
75;3;SR;BT;3w;13
75;3;SR;BT;3w;3
75;3;MT;KI;KI;17
75;4;PW;DA;3w;19
75;4;OD;ol;3x;13
76;2;RG;id;id4;11
76;2;PW;DA;3w;21
76;2;BB;EN;3x;3
76;4;MT;KI;KI;16
76;4;BB;EN;3x;11
77;1;SR;BT;3w;2
77;1;PW;EN;3t;9
77;2;AD;FR;FR;19
77;2;TT;id;id3;5
77;2;TT;re;3t;10
77;2;AD;FR;FR;2
77;2;HD;MA;3w;8
77;3;OD;ol;3x;18
77;3;HD;MA;3w;12
78;1;PW;EN;3t;3
78;2;AD;FR;FR;3
78;3;TT;re;3w;9
78;3;UF;SP;SP;15
78;3;PW;DA;3w;14
78;4;PW;DA;3w;9
78;4;UF;SP;SP;3
78;4;OD;ol;3x;16
79;1;OD;ol;3x;17
79;2;OA;Fy;3w;1
79;3;AP;HI;3w;20
79;4;BB;EN;3x;15
79;4;LM;DA;3t;9
79;4;BB;EN;3x;0
80;1;AD;FR;FR;19
80;2;SR;BT;3w;20
80;3;HD;MA;3w;19
80;4;OA;fy;3t;15
81;1;AP;HI;3w;15
81;2;OA;Fy;3w;17
81;2;TT;re;3w;17
81;2;LM;EN;3y;21
81;2;PL;DA;3y;19
81;3;TQ;SA;3x;13
81;3;OD;ol;3x;6
81;3;OD;HI;3y;14
81;3;PL;DA;3y;4
81;3;TT;re;3t;6
81;4;HD;MA;3w;4
82;1;AD;FR;FR;9
82;1;BE;DA;3x;17
82;1;SR;BT;3w;18
82;1;TT;id;id3;3
82;2;OD;ol;3x;10
82;3;OD;ol;3x;10
82;3;TQ;SA;3x;3
82;4;ID;Bi;3y;13
82;4;TQ;SA;3x;6
83;1;MT;KI;KI;5
83;1;PW;EN;3t;4
83;2;TQ;SA;3x;20
83;2;LM;EN;3y;11
83;3;MT;KI;KI;5
83;4;AD;FR;FR;15
83;4;BE;DA;3x;18
83;4;OD;HI;3t;4
84;2;AP;HI;3w;4
84;2;OA;Fy;3w;0
84;3;TQ;SA;3x;8
84;4;BE;DA;3x;21
84;4;OA;fy;3t;19
85;1;BE;DA;3x;1
85;1;LM;EN;3y;4
85;2;SR;id;id1;12
85;2;SR;id;id2;10
85;2;OA;Fy;3w;17
85;2;TQ;SA;3x;7
85;2;SR;BT;3w;11
85;2;LM;DA;3t;11
85;2;UF;SP;SP;20
85;2;ID;Bi;3y;5
85;3;PL;DA;3y;12
85;3;HD;MA;3w;14
85;3;TQ;SA;3x;19
85;4;HD;MA;3w;8
85;4;OD;HI;3y;19
85;4;LM;EN;3y;17
86;1;PL;DA;3y;15
86;1;UF;SP;SP;10
86;1;SR;BT;3w;12
86;1;LM;EN;3y;4
86;1;MT;KI;KI;15
86;2;OA;Fy;3w;0
86;3;OA;fy;3t;14
86;3;AP;HI;3w;5
86;4;PW;DA;3w;13
87;1;PW;DA;3w;7
87;1;SR;id;id1;6
87;2;AP;HI;3w;17
87;2;LM;EN;3y;4
87;3;AP;HI;3w;2
87;3;MT;KI;KI;7
88;1;TT;re;3t;16
88;1;PL;DA;3y;13
88;2;OD;ol;3x;6
88;2;OD;HI;3y;18
88;2;OA;Fy;3w;5
88;3;ID;Bi;3y;8
88;3;BB;EN;3x;10
89;1;OA;Fy;3w;11
89;1;OA;fy;3t;19
89;1;UF;SP;SP;20
89;3;OD;HI;3t;8
89;3;PW;DA;3w;16
89;3;LM;EN;3y;1
89;3;KD;HI;3x;6
89;4;TQ;SA;3x;15
89;4;BB;EN;3x;12
90;1;PW;EN;3t;6
90;1;SR;id;id1;21
90;1;BB;EN;3x;2
90;1;RG;id;id4;12
90;2;SR;id;id1;4
90;2;TT;re;3t;7
90;3;PW;EN;3t;6
90;4;SR;BT;3w;2
91;1;OD;ol;3x;19
91;1;OD;ol;3x;21
91;1;PL;DA;3y;20
91;1;BB;EN;3x;3
91;2;OD;ol;3y;21
91;2;TT;re;3t;10
91;3;BB;EN;3x;17
91;3;BE;DA;3x;8
91;3;TT;re;3w;18
91;3;SR;id;id2;8
91;3;MD;Fy;3x;21
91;4;LM;DA;3t;3
91;4;OD;ol;3y;4
92;1;OD;HI;3t;6
92;1;LM;DA;3t;14
92;2;AD;FR;FR;15
92;2;HD;MA;3w;14
92;3;RG;id;id4;12
92;3;AD;FR;FR;1
92;3;TT;id;id3;4
92;3;OA;fy;3t;2
92;3;UF;SP;SP;6
92;4;OA;fy;3t;1
92;4;PL;DA;3y;8
92;4;TQ;SA;3x;20
93;1;HD;MA;3w;8
93;2;KD;HI;3x;14
93;3;AD;FR;FR;20
93;3;BE;DA;3x;18
93;3;LM;DA;3t;10
93;3;SR;id;id1;7
93;4;PW;DA;3w;7
93;4;BB;EN;3x;1
94;1;BB;EN;3x;10
94;1;BE;DA;3x;7
94;2;LM;DA;3t;15
94;2;SR;BT;3w;13
94;3;TT;re;3w;9
94;3;AD;FR;FR;9
94;3;LM;EN;3y;12
95;1;BE;DA;3x;8
95;1;KD;HI;3x;19
95;1;LM;EN;3y;1
95;1;PW;DA;3w;5
95;1;OD;HI;3t;2
95;2;HD;MA;3w;16
95;2;BE;DA;3x;10
95;2;SR;BT;3w;12
95;3;AD;FR;FR;15
95;3;OD;ol;3x;11
95;4;TQ;SA;3x;12
95;4;AD;FR;FR;20
95;4;OD;HI;3y;7
96;1;AP;HI;3w;11
96;2;TQ;SA;3x;6
96;3;LM;DA;3t;7
96;4;PL;DA;3y;3
96;4;HD;MA;3w;5
97;1;PL;DA;3y;18
97;1;KD;HI;3x;9
97;1;PW;DA;3w;11
97;1;PW;EN;3t;5
97;3;SR;id;id2;19
97;3;MT;KI;KI;2
97;3;LM;DA;3t;0
97;3;AP;HI;3w;12
97;4;OA;Fy;3w;12
97;4;SR;id;id2;2
97;4;RG;id;id4;17
98;1;BE;DA;3x;12
98;2;KD;HI;3x;2
98;2;UF;SP;SP;9
98;2;KD;HI;3x;17
98;3;OA;Fy;3w;13
98;4;OD;HI;3y;13
98;4;LM;EN;3y;4
98;4;OD;ol;3x;16
99;2;OD;ol;3y;6
99;2;MD;Fy;3x;3
99;3;LM;EN;3y;2
99;4;OD;HI;3y;2
100;1;MT;KI;KI;15
100;2;SR;BT;3w;21
100;2;AP;HI;3w;10
100;3;MD;Fy;3x;0
100;3;SR;id;id1;19
100;3;BB;EN;3x;16
100;4;SR;BT;3w;21
101;1;MT;KI;KI;9
101;1;SR;id;id2;16
101;2;RG;id;id4;1
101;2;TT;re;3t;19
101;3;KD;HI;3x;1
101;3;PW;DA;3w;9
101;3;PW;EN;3t;0
101;3;ID;Bi;3y;10
101;4;TT;re;3w;4
101;4;BB;EN;3x;17
101;4;BB;EN;3x;6
102;1;OD;ol;3x;15
102;1;AD;FR;FR;15
102;1;BB;EN;3x;15
102;1;AP;HI;3w;2
102;1;SR;id;id2;21
102;2;TT;re;3t;7
102;2;MT;KI;KI;19
102;3;SR;id;id2;3
102;3;OA;Fy;3w;11
102;4;TQ;SA;3x;20
102;4;SR;id;id2;5
102;4;PW;EN;3t;3
102;4;OA;fy;3t;4
103;1;MT;KI;KI;21
103;1;OD;ol;3x;8
103;2;PL;DA;3y;18
103;3;UF;SP;SP;15
104;1;AD;FR;FR;21
104;1;TQ;SA;3x;2
104;1;LM;DA;3t;4
104;1;HD;MA;3w;6
104;2;LM;DA;3t;5
104;3;BB;EN;3x;8
104;3;HD;MA;3w;20
104;3;TT;re;3w;17
104;4;LM;EN;3y;19
104;4;BE;DA;3x;3
104;4;OD;HI;3y;0
105;1;PW;EN;3t;12
105;1;TQ;SA;3x;5
105;2;KD;HI;3x;21
105;2;OD;HI;3y;2
105;3;PW;DA;3w;2
105;4;OD;ol;3x;8
105;4;UF;SP;SP;18
105;4;LM;EN;3y;0
105;4;TQ;SA;3x;15
106;1;LM;EN;3y;18
106;2;OD;HI;3t;13
106;3;SR;id;id1;2
106;4;BB;EN;3x;3
107;2;OD;HI;3t;3
107;2;AP;HI;3w;20
107;3;SR;BT;3w;3
107;4;OA;Fy;3w;19
107;4;UF;SP;SP;17
108;1;PL;DA;3y;13
108;2;AD;FR;FR;9
108;2;LM;DA;3t;6
108;3;OD;ol;3y;2
108;4;TT;re;3w;4
108;4;OD;ol;3y;16
109;1;PW;EN;3t;14
109;2;SR;id;id2;5
109;2;PL;DA;3y;18
109;3;SR;BT;3w;1
109;4;SR;BT;3w;18
109;4;TT;re;3t;20
110;1;HD;MA;3w;11
110;1;MT;KI;KI;13
110;1;PL;DA;3y;19
110;2;BE;DA;3x;0
110;2;BB;EN;3x;7
110;2;PL;DA;3y;4
110;3;PW;EN;3t;8
110;3;LM;EN;3y;17
110;4;BE;DA;3x;12
110;4;MD;Fy;3x;20
110;4;KD;HI;3x;21
110;4;OD;HI;3t;19
111;1;RG;id;id4;3
111;1;MT;KI;KI;7
111;2;UF;SP;SP;13
111;2;PW;EN;3t;1
111;3;OD;HI;3y;4
111;3;PW;EN;3t;3
111;3;AD;FR;FR;0
111;3;PW;DA;3w;6
112;1;PW;DA;3w;8
112;1;TQ;SA;3x;13
112;1;HD;MA;3w;3
112;2;PL;DA;3y;6
112;3;BB;EN;3x;19
112;4;BE;DA;3x;17
113;1;OD;ol;3x;0
113;2;OD;HI;3y;14
113;2;MT;KI;KI;4
113;2;TT;re;3t;8
113;3;TT;re;3w;4
113;3;BB;EN;3x;9
113;3;OD;HI;3y;10
113;4;KD;HI;3x;1
113;4;MT;KI;KI;19
114;1;SR;id;id1;4
114;1;PW;DA;3w;9
114;1;AD;FR;FR;6
114;1;LM;DA;3t;1
114;2;MT;KI;KI;21
114;2;LM;DA;3t;11
