87;3;OA;fy;3t;15;3
87;4;OD;HI;3y;0;3
87;4;TQ;SA;3x;12;3
87;4;PW;EN;3t;7;3
88;1;TT;re;3w;16;3
88;2;KD;HI;3x;19;3
88;2;OD;HI;3t;18;3
88;3;OA;fy;3t;6;3
88;3;OD;ol;3y;16;3
88;4;LM;EN;3y;8;3
88;4;HD;MA;3w;11;3
89;1;HD;MA;3w;14;3
89;2;BE;DA;3x;10;3
89;2;LM;DA;3t;18;3
89;3;HD;MA;3w;8;3
89;4;HD;MA;3w;16;3
89;4;LM;EN;3y;13;3
90;1;OD;HI;3y;0;3
90;1;OA;fy;3t;6;3
90;2;AP;HI;3w;0;3
90;3;HD;MA;3w;1;3
90;4;TQ;SA;3x;0;3
91;1;BB;EN;3x;2;3
91;1;LM;EN;3y;13;3
91;2;AP;HI;3w;10;3
91;2;TQ;SA;3x;4;3
91;2;OD;ol;3y;11;3
91;3;KD;HI;3x;6;3
91;3;LM;EN;3y;15;3
91;4;LM;EN;3y;8;3
92;2;KD;HI;3x;0;3
92;4;LM;EN;3y;4;3
92;4;TT;re;3w;6;3
93;1;BB;EN;3x;8;3
93;2;HD;MA;3w;12;3
93;2;OD;HI;3t;19;3
93;3;BB;EN;3x;6;3
93;4;PW;DA;3w;6;3
94;1;BE;DA;3x;14;3
94;2;SR;BT;3w;17;3
94;2;PL;DA;3y;7;3
94;3;MD;Fy;3x;12;3
94;3;TT;re;3t;10;3
94;4;BB;EN;3x;16;3
94;4;OA;fy;3t;3;3
95;2;SR;BT;3w;5;3
95;4;LM;DA;3t;8;3
95;4;PW;DA;3w;0;3
96;1;PW;EN;3t;15;3
96;1;OD;ol;3y;16;3
96;2;OA;Fy;3w;7;3
96;3;PL;DA;3y;1;3
96;3;HD;MA;3w;5;3
96;3;OD;ol;3x;0;3
96;4;HD;MA;3w;17;3
96;4;MD;Fy;3x;7;3
97;1;OD;ol;3y;2;3
97;1;PW;DA;3w;12;3
97;2;OD;ol;3y;8;3
97;3;BE;DA;3x;9;3
97;3;TT;re;3t;12;3
98;1;TQ;SA;3x;18;3
98;2;HD;MA;3w;19;3
98;4;PW;EN;3t;17;3
98;4;OD;ol;3y;8;3
98;4;BB;EN;3x;10;3
99;2;PL;DA;3y;1;3
99;2;BB;EN;3x;6;3
99;2;PW;EN;3t;13;3
99;3;PW;EN;3t;19;3
99;3;HD;MA;3w;8;3
99;3;OD;ol;3y;11;3
99;4;BE;DA;3x;0;3
99;4;PW;EN;3t;4;3
99;4;LM;EN;3y;18;3
100;1;LM;EN;3y;3;3
100;4;TQ;SA;3x;18;3
100;4;LM;EN;3y;0;3
101;1;AP;HI;3w;4;3
101;2;PW;DA;3w;8;3
101;2;OD;ol;3y;15;3
101;3;TT;re;3t;6;3
101;3;BE;DA;3x;17;3
101;4;BB;EN;3x;8;3
101;4;LM;EN;3y;5;3
102;1;OD;HI;3t;11;3
102;1;TQ;SA;3x;10;3
102;2;OD;HI;3t;18;3
102;2;PW;DA;3w;2;3
102;3;LM;DA;3t;8;3
102;4;BB;EN;3x;13;3
103;1;PW;EN;3t;11;3
103;1;SR;BT;3w;9;3
103;2;PL;DA;3y;4;3
103;2;OA;fy;3t;6;3
103;3;BE;DA;3x;6;3
103;4;LM;EN;3y;19;3
104;1;PW;DA;3w;6;3
104;2;HD;MA;3w;4;3
104;2;MD;Fy;3x;7;3
104;3;PW;EN;3t;9;3
104;3;SR;BT;3w;8;3
105;1;KD;HI;3x;4;3
105;2;OD;HI;3y;12;3
105;2;PW;EN;3t;8;3
105;3;PW;DA;3w;11;3
105;4;HD;MA;3w;5;3
106;3;SR;BT;3w;17;3
107;1;HD;MA;3w;3;3
108;1;TQ;SA;3x;10;3
108;2;OA;Fy;3w;17;3
108;4;OA;Fy;3w;8;3
109;1;PW;EN;3t;12;3
109;2;MD;Fy;3x;14;3
109;2;OA;fy;3t;4;3
109;2;OD;HI;3y;0;3
109;3;OD;ol;3y;15;3
109;3;MD;Fy;3x;17;3
109;4;SR;BT;3w;8;3
110;1;OD;HI;3t;13;3
110;1;HD;MA;3w;2;3
110;1;MD;Fy;3x;5;3
110;2;LM;EN;3y;14;3
110;2;PW;EN;3t;13;3
110;3;TQ;SA;3x;17;3
110;4;PW;EN;3t;7;3
110;4;LM;EN;3y;15;3
111;1;LM;EN;3y;9;3
111;1;OD;ol;3x;14;3
111;2;BB;EN;3x;6;3
111;2;TT;re;3w;0;3
111;3;PW;DA;3w;7;3
111;3;TT;re;3t;19;3
111;4;TT;re;3t;0;3
111;4;ID;Bi;3y;8;3
112;1;BE;DA;3x;16;3
112;2;HD;MA;3w;0;3
112;2;TQ;SA;3x;4;3
112;4;OA;fy;3t;2;3
112;4;ID;Bi;3y;9;3
112;4;KD;HI;3x;12;3
113;1;TT;re;3t;6;3
113;2;BB;EN;3x;2;3
113;2;OA;Fy;3w;8;3
113;3;OA;Fy;3w;19;3
113;4;TT;re;3t;9;3
113;4;TQ;SA;3x;3;3
113;4;OA;Fy;3w;5;3
114;1;OD;ol;3y;1;3
114;1;LM;DA;3t;6;3
114;2;OD;HI;3y;10;3
114;2;MD;Fy;3x;19;3
114;3;HD;MA;3w;3;3
114;4;MD;Fy;3x;4;3
114;4;OD;HI;3y;9;3
114;4;OA;fy;3t;2;3
115;1;OD;ol;3y;18;3
115;1;LM;DA;3t;8;3
115;2;TT;re;3w;10;3
115;2;PW;EN;3t;13;3
115;3;OD;ol;3x;19;3
115;3;OA;Fy;3w;3;3
115;4;TT;re;3t;7;3
116;1;LM;EN;3y;2;3
116;2;PW;DA;3w;19;3
116;2;OD;ol;3y;16;3
116;2;MD;Fy;3x;14;3
116;3;OD;HI;3t;11;3
116;3;LM;EN;3y;0;3
116;4;ID;Bi;3y;16;3
116;4;HD;MA;3w;3;3
117;1;MD;Fy;3x;17;3
117;2;PW;EN;3t;4;3
117;2;LM;EN;3y;3;3
117;2;TQ;SA;3x;5;3
117;3;TT;re;3w;8;3
117;3;BB;EN;3x;5;3
117;3;ID;Bi;3y;1;3
117;3;LM;DA;3t;3;3
117;4;MD;Fy;3x;14;3
117;4;PW;EN;3t;4;3
117;4;TT;re;3w;5;3
118;1;OD;ol;3y;4;3
118;1;LM;DA;3t;16;3
118;1;BE;DA;3x;8;3
118;1;TT;re;3w;14;3
118;2;LM;EN;3y;0;3
118;2;OD;ol;3x;6;3
118;3;KD;HI;3x;17;3
118;4;PW;DA;3w;8;3
118;4;OD;ol;3y;11;3
118;4;BB;EN;3x;2;3
119;1;KD;HI;3x;10;3
119;2;PW;EN;3t;18;3
119;2;ID;Bi;3y;3;3
119;2;BE;DA;3x;8;3
119;3;TT;re;3w;11;3
119;4;TQ;SA;3x;13;3
119;4;OA;fy;3t;3;3
120;1;BB;EN;3x;2;3
120;1;SR;BT;3w;6;3
120;2;ID;Bi;3y;5;3
120;2;TT;re;3t;9;3
120;3;BB;EN;3x;7;3
120;4;SR;BT;3w;9;3
120;4;TQ;SA;3x;7;3
120;4;OD;ol;3y;5;3
121;1;BB;EN;3x;10;3
121;1;PW;EN;3t;14;3
121;2;OD;HI;3y;8;3
121;2;TQ;SA;3x;16;3
121;2;HD;MA;3w;10;3
121;3;PL;DA;3y;19;3
121;4;KD;HI;3x;18;3
122;1;LM;DA;3t;17;3
122;1;HD;MA;3w;13;3
122;1;PL;DA;3y;8;3
122;2;OD;HI;3t;9;3
122;2;PW;DA;3w;6;3
122;4;OD;ol;3y;8;3
122;4;BE;DA;3x;4;3
122;4;PW;DA;3w;19;3
123;1;LM;EN;3y;3;3
123;1;HD;MA;3w;18;3
123;2;PW;DA;3w;18;3
123;2;OA;fy;3t;15;3
123;3;OD;HI;3y;16;3
123;3;OA;fy;3t;17;3
123;3;PW;DA;3w;2;3
123;4;TT;re;3w;2;3
123;4;OD;ol;3x;13;3
124;1;HD;MA;3w;12;3
124;2;OD;ol;3x;8;3
124;2;TT;re;3t;16;3
124;3;OD;HI;3y;8;3
124;4;TQ;SA;3x;10;3
124;4;OD;HI;3y;18;3
125;1;KD;HI;3x;1;3
125;2;PW;EN;3t;19;3
125;2;OA;Fy;3w;13;3
125;3;ID;Bi;3y;12;3
125;3;BB;EN;3x;4;3
125;4;LM;EN;3y;14;3
126;1;HD;MA;3w;9;3
126;2;LM;EN;3y;6;3
126;2;TQ;SA;3x;1;3
126;3;OA;fy;3t;0;3
126;3;PW;DA;3w;2;3
126;3;OD;HI;3y;15;3
126;4;PL;DA;3y;13;3
126;4;OD;ol;3x;4;3
127;1;OA;Fy;3w;2;3
127;3;OD;ol;3x;8;3
127;3;TT;re;3t;11;3
127;4;TT;re;3w;14;3
127;4;PW;EN;3t;1;3
128;1;BE;DA;3x;2;3
128;1;HD;MA;3w;6;3
128;2;LM;EN;3y;5;3
128;2;OD;ol;3x;14;3
128;3;TT;re;3w;9;3
128;3;OD;ol;3x;2;3
128;3;PL;DA;3y;12;3
128;4;HD;MA;3w;15;3
128;4;OD;HI;3y;12;3
128;4;TQ;SA;3x;1;3
129;1;OD;HI;3t;9;3
129;1;AP;HI;3w;17;3
129;2;LM;EN;3y;18;3
129;2;PW;EN;3t;6;3
129;4;OD;HI;3t;11;3
130;1;BB;EN;3x;0;3
130;2;BE;DA;3x;14;3
130;2;PW;EN;3t;17;3
130;2;LM;EN;3y;3;3
130;3;PW;EN;3t;1;3
130;3;OD;HI;3y;2;3
130;3;SR;BT;3w;13;3
130;4;BB;EN;3x;18;3
131;3;TT;re;3w;6;3
131;3;BB;EN;3x;11;3
131;4;SR;BT;3w;11;3
131;4;TQ;SA;3x;2;3
132;2;HD;MA;3w;17;3
132;2;BE;DA;3x;12;3
132;3;TQ;SA;3x;6;3
132;3;LM;EN;3y;9;3
132;4;PW;DA;3w;12;3
133;1;PW;EN;3t;8;3
133;1;BE;DA;3x;6;3
133;2;TQ;SA;3x;0;3
133;2;TT;re;3t;7;3
133;2;PW;DA;3w;5;3
133;3;HD;MA;3w;13;3
133;3;LM;DA;3t;7;3
133;3;BE;DA;3x;12;3
134;1;KD;HI;3x;3;3
134;1;HD;MA;3w;4;3
134;2;OD;HI;3t;1;3
134;3;PW;EN;3t;18;3
134;4;BE;DA;3x;8;3
134;4;OA;fy;3t;9;3
135;1;LM;EN;3y;10;3
135;2;OD;ol;3x;18;3
135;2;PL;DA;3y;11;3
